path,speaker_id,text,text_id
train\real\LibriTTS\8113\8113_117384_000027_000002_004669.wav,8113,"Seeing her there, he made all possible haste to take his turn at brooding, so he arrived just in time to see a pilfering red squirrel starting away with an egg.",8113_117384_000027_000002
train\real\LibriTTS\5519\5519_39478_000028_000003_004670.wav,5519,"Nor did it mean imparting his secret to others, for there was only mrs Cork's son, a widower, who being out at work all day would be easily outwitted, the more so as he was stone deaf and of a slow and saturnine disposition.",5519_39478_000028_000003
train\real\LibriTTS\3185\3185_163507_000024_000000_004671.wav,3185,"So he got an axe and cut windows in the cottage, for the carpenters had forgotten them; then the sun shone in, and he got his three hundred dollars.",3185_163507_000024_000000
train\real\LibriTTS\2592\2592_166433_000035_000002_004672.wav,2592,"It came to me from Norhala when we rode the flying block, and-he-sealed upon me when I was in-his""--again she crimsoned, ""embrace.""",2592_166433_000035_000002
train\real\LibriTTS\7688\7688_112187_000040_000000_004673.wav,7688,"""I put the two thousand, which was all in twenty dollars bills, in my inside pocket.",7688_112187_000040_000000
train\real\LibriTTS\5401\5401_102526_000007_000004_004674.wav,5401,"Romanus took in hand with the greatest vigour the task of repelling the Turks, which his predecessor had so grievously neglected.",5401_102526_000007_000004
train\real\LibriTTS\2060\2060_150843_000022_000000_004675.wav,2060,"A costly hymn tune announced five o'clock, and in the distance the more lovable note of saint Mary's could be heard, speaking from the heart of the town.",2060_150843_000022_000000
train\real\LibriTTS\3228\3228_4690_000002_000002_004676.wav,3228,"And when Sir Melias heard him speak: Sir, he said, for God's love let me not die in this forest, but bear me unto the abbey here beside, that I may be confessed and have my rights.",3228_4690_000002_000002
train\real\LibriTTS\6080\6080_58012_000022_000001_004677.wav,6080,"Such an observation of life, his life, seemed beyond her years, for he knew but little of the women of his own generation.",6080_58012_000022_000001
train\real\LibriTTS\8152\8152_258974_000038_000006_004678.wav,8152,"It is of importance to society as well as to the individual that talent should be discovered in time, that tasks should be fitted to aptitudes, that each member of society should attain to his highest efficiency.",8152_258974_000038_000006
train\real\LibriTTS\2531\2531_156724_000022_000000_004679.wav,2531,"""Phoenix,"" said David, ""I'm not going to ask you again what your Plan is, because I know you'll tell me when it's time.",2531_156724_000022_000000
train\real\LibriTTS\6782\6782_61316_000038_000001_004680.wav,6782,"Here, amidst the shifting rivers in early times, the agriculturists may have learned to control and distribute the water supply by utilizing dried up beds of streams to irrigate the land.",6782_61316_000038_000001
train\real\LibriTTS\1066\1066_5330_000006_000002_004681.wav,1066,"In spite of his smock frock and his straw wisped hat, and his false whiskers, black as Erebus, she knew him for her brother.",1066_5330_000006_000002
train\real\LibriTTS\3180\3180_138043_000033_000000_004682.wav,3180,"The appointed day having arrived, Don Quixote armed himself, and Sancho arrayed himself, and mounted on his Dapple (for he would not give him up though they offered him a horse), he placed himself in the midst of the troop of huntsmen.",3180_138043_000033_000000
train\real\LibriTTS\6446\6446_40544_000006_000001_004684.wav,6446,"Uncanny the place is: Thence upward ascendeth the surging of waters, Wan to the welkin, when the wind is stirring The weather unpleasing, till the air groweth gloomy, Then the heavens lower.",6446_40544_000006_000001
train\real\LibriTTS\28\28_12332_000032_000002_004686.wav,28,"Nature had endowed me with a profusion of crisp black hair, and plenty of high spirits.",28_12332_000032_000002
train\real\LibriTTS\6139\6139_58868_000020_000002_004687.wav,6139,"""Tarbaby"" she called him, partly because he was so black, and partly because that was the name of her favourite Uncle Remus story.",6139_58868_000020_000002
train\real\LibriTTS\1348\1348_135832_000019_000004_004688.wav,1348,"He had found a hole in a certain tree where I was living, and it was just luck that I wasn't at home when he called.",1348_135832_000019_000004
train\real\LibriTTS\6509\6509_67147_000008_000001_004689.wav,6509,"That night Tom and I had our first real quarrel, and it was over my dismissal of the Scotch lady of aristocratic birth. Life became intolerable for a while.",6509_67147_000008_000001
train\real\LibriTTS\7286\7286_92935_000010_000003_004690.wav,7286,"Before the walls of Sebastopol there took place severe fighting, which continued until bitter winter rendered further campaigning impossible.",7286_92935_000010_000003
train\real\LibriTTS\8825\8825_292252_000013_000001_004691.wav,8825,"For here we see scenes such as Shakespeare saw, and our delight is in the things that his eyes beheld.",8825_292252_000013_000001
train\real\LibriTTS\1195\1195_130164_000023_000001_004692.wav,1195,"Two easy chairs stood side by side at the head of the table, in which sat Beth and her father, feasting modestly on chicken and a little fruit.",1195_130164_000023_000001
train\real\LibriTTS\3032\3032_19361_000086_000000_004693.wav,3032,"Still he worked on at the Rudolphine tables of Tycho, and ultimately, with some small help from Vienna, completed them; but he could not get the means to print them.",3032_19361_000086_000000
train\real\LibriTTS\4148\4148_183988_000052_000000_004695.wav,4148,"""I shouldn't feel justified in telling her, behind your back, if I thought you unsuited for the place; but I should certainly feel justified,"" he rejoined after a pause, ""in telling YOU if I thought the place unsuited to you.""",4148_183988_000052_000000
train\real\LibriTTS\1731\1731_142320_000092_000001_004697.wav,1731,"And then-oh, mr Bell! now comes the bad part,' said she, nervously twining her fingers together.",1731_142320_000092_000001
train\real\LibriTTS\5126\5126_27504_000010_000001_004698.wav,5126,"Father had got into one of his tantrums, and when he did he was fit to be tied; only I'd not have took the contract for something.",5126_27504_000010_000001
train\real\LibriTTS\8498\8498_287357_000021_000000_004699.wav,8498,"""All except this process-the process used at Phantom Mountain,"" insisted the queer man.",8498_287357_000021_000000
train\real\LibriTTS\2137\2137_131751_000016_000000_004700.wav,2137,"The article then treats of Edison's investigations into means for supporting and making electrical connection with the active materials, showing some of the difficulties encountered and the various discoveries made in developing the perfected cell, after which the writer continues his description of the ""A"" type cell, as follows:",2137_131751_000016_000000
train\real\LibriTTS\4586\4586_61776_000004_000000_004702.wav,4586,It was the former he intended to reach-which he did in a ride of less than a quarter of an hour.,4586_61776_000004_000000
train\real\LibriTTS\2992\2992_164100_000015_000004_004703.wav,2992,"What had become of them he had not the faintest conception-they might be wandering yet, lost within the labyrinthine tunnel, if not dead from starvation.",2992_164100_000015_000004
train\real\LibriTTS\8506\8506_293168_000004_000001_004704.wav,8506,"Let us go back to the days of long ago, long, even, before the destruction of our beloved city.",8506_293168_000004_000001
train\real\LibriTTS\5448\5448_19209_000025_000000_004705.wav,5448,"He approached Marius, who still lay livid and motionless, and to whom the physician had returned, and began once more to wring his hands.",5448_19209_000025_000000
train\real\LibriTTS\3540\3540_163612_000035_000004_004706.wav,3540,"When you have done this, do not enter the castle, but go round it and enter the orange grove.",3540_163612_000035_000004
train\real\LibriTTS\8225\8225_274375_000014_000000_004707.wav,8225,"The upper house sent down terms of accommodation, more moderate than had hitherto been insisted on.",8225_274375_000014_000000
train\real\LibriTTS\4331\4331_57179_000003_000000_004708.wav,4331,"She had stretched her means and her credit to the utmost in regard to her wardrobe, and was aware that she had never been so well equipped since those early days of her career in which her father and mother had thought that her beauty, assisted by a generous expenditure, would serve to dispose of her without delay.",4331_57179_000003_000000
train\real\LibriTTS\5660\5660_101884_000012_000000_004710.wav,5660,"""Yes, I sent for you."" She paused, but the man did not speak, and in a moment she went on hurriedly, feverishly.",5660_101884_000012_000000
train\real\LibriTTS\2960\2960_155151_000008_000000_004711.wav,2960,Poetry and romance are deeply indebted to the Rosicrucians for many a graceful creation.,2960_155151_000008_000000
train\real\LibriTTS\4592\4592_22178_000045_000000_004712.wav,4592,"Princess Mary sighed deeply and thereby acknowledged the justice of Natasha's remark, but she did not express agreement in words.",4592_22178_000045_000000
train\real\LibriTTS\8152\8152_258993_000043_000007_004713.wav,8152,"The results of the choice of goods are reflected in the health, intelligence, happiness, morality, and progress of society.",8152_258993_000043_000007
train\real\LibriTTS\2638\2638_10172_000031_000003_004714.wav,2638,But if the inference which the handbill suggested was correct-if she was really alone at that moment in the city of York-where was she likely to be?,2638_10172_000031_000003
train\real\LibriTTS\9022\9022_282383_000014_000000_004715.wav,9022,"It was the twenty first of July when the travellers came out on the high banks of the North Saskatchewan, flowing broad and swift, opposite Fort Edmonton.",9022_282383_000014_000000
train\real\LibriTTS\7981\7981_112057_000004_000002_004716.wav,7981,"But the new rector had his own ideas on the subject, and the ill assorted pair soon became very good friends.",7981_112057_000004_000002
train\real\LibriTTS\6388\6388_64974_000041_000000_004717.wav,6388,"""Mamma, I do feel it to be very, very sweet to be so loved and cared for.",6388_64974_000041_000000
train\real\LibriTTS\3638\3638_696_000020_000005_004718.wav,3638,"I've asked myself many times whether there is in the world any despair that would overcome this frantic and perhaps unseemly thirst for life in me, and I've come to the conclusion that there isn't, that is till I am thirty, and then I shall lose it of myself, I fancy.",3638_696_000020_000005
train\real\LibriTTS\7594\7594_101832_000008_000000_004720.wav,7594,"In the midst of the feast, who should appear at the foot of the tree but Sim'ba, the lion?",7594_101832_000008_000000
train\real\LibriTTS\258\258_130878_000066_000000_004721.wav,258,"The grave was then covered over with the rubble dug from the seafloor, and it formed a low mound.",258_130878_000066_000000
train\real\LibriTTS\8152\8152_258974_000028_000013_004722.wav,8152,A moderate change in that direction cannot but increase rather than diminish the efficiency of labor.,8152_258974_000028_000013
train\real\LibriTTS\7956\7956_245687_000059_000002_004723.wav,7956,"But with regard to the intellectual part, he seems to leave it in doubt whether it be ""only logically"" distinct from the other parts of the soul, ""or also locally.""",7956_245687_000059_000002
train\real\LibriTTS\8075\8075_279239_000002_000000_004724.wav,8075,"Personally, I class roast beef with watercress and vanilla cornstarch pudding as tasty articles of diet.",8075_279239_000002_000000
train\real\LibriTTS\816\816_2301_000034_000000_004725.wav,816,"It hardly seemed possible to Miss Baker that she was actually talking to Old Grannis, that the two were really chatting together, face to face, and without the dreadful embarrassment that used to overwhelm them both when they met on the stairs.",816_2301_000034_000000
train\real\LibriTTS\8772\8772_270777_000020_000005_004727.wav,8772,"It is true that common usage recognizes ""bad"" dreams, but still the dream plainly connotates to it only the beautiful wish fulfillment.",8772_270777_000020_000005
train\real\LibriTTS\6877\6877_79973_000068_000000_004728.wav,6877,"The Witch had no suspicions, and her mouth so watered for the new dish, that she went to the kitchen herself to prepare it.",6877_79973_000068_000000
train\real\LibriTTS\1093\1093_132891_000103_000002_004729.wav,1093,"The French was searching American ships on pretence they was helping England, but really for to steal the goods.",1093_132891_000103_000002
train\real\LibriTTS\2299\2299_6524_000011_000005_004730.wav,2299,"All day the sledges have been coming to and fro, but most of the pulling work has been done by the ponies: the track is so good that these little animals haul anything from twelve to eighteen hundredweight.",2299_6524_000011_000005
train\real\LibriTTS\7540\7540_101262_000030_000000_004732.wav,7540,"So the dragon ate till it was past mid day, and when he could eat no more he mounted his horse and set out after the fugitives.",7540_101262_000030_000000
train\real\LibriTTS\5126\5126_27504_000015_000004_004733.wav,5126,"We heard, too, that he should say he'd never rest till he had Starlight and the Marstons, and that if he could get picked police he'd bring us in within a month, dead or alive.",5126_27504_000015_000004
train\real\LibriTTS\176\176_123269_000014_000004_004734.wav,176,"Involuntarily I compared the whole crater to an enormous erected mortar, and the comparison put me in a terrible fright.",176_123269_000014_000004
train\real\LibriTTS\711\711_187466_000011_000002_004735.wav,711,"As he was preceded by music, and colours flying, every one turned out to see him. Amongst the rest was a captive king in chains, who was employed blowing the bellows to our armourer, whilst he was forging bolts and fetters for our prisoners and convicts.",711_187466_000011_000002
train\real\LibriTTS\4590\4590_18006_000004_000004_004737.wav,4590,"When the last girder was thus successfully placed, no time was lost in linking up the permanent way, and very soon I had the satisfaction of seeing the first train cross the finished work.",4590_18006_000004_000004
train\real\LibriTTS\1027\1027_125147_000132_000000_004738.wav,1027,"'Lizzie,' said Fledgeby, looking at the fire again, and then looking up. 'Humph, Lizzie.",1027_125147_000132_000000
train\real\LibriTTS\2045\2045_158081_000021_000006_004739.wav,2045,"I, who have no money, sacrifice a lucrative salary, and go back to revive my law practice.",2045_158081_000021_000006
train\real\LibriTTS\1335\1335_163935_000023_000005_004740.wav,1335,Two cups of rice will be the right amount to use with two pounds of meat. Use the same method that is used in making chicken pullao.,1335_163935_000023_000005
train\real\LibriTTS\5133\5133_30591_000034_000000_004741.wav,5133,"""I-I-did not say that,"" she murmured faintly.",5133_30591_000034_000000
train\real\LibriTTS\6189\6189_21305_000026_000001_004742.wav,6189,"Wharton sat among the little group, far too clever to patronise a cat, let alone a Venturist, but none the less master and conscious master of the occasion, because it suited him to take the airs of equality.",6189_21305_000026_000001
train\real\LibriTTS\7484\7484_39971_000013_000025_004743.wav,7484,The almost insurmountable difficulty of achieving this detachment is evidence that thinking originates in situations where the course of thinking is an actual part of the course of events and is designed to influence the result.,7484_39971_000013_000025
train\real\LibriTTS\5802\5802_76043_000005_000000_004745.wav,5802,"In the evening after dinner dr Martineau sought, rather unsuccessfully, to go on with the analysis of Sir Richmond.",5802_76043_000005_000000
train\real\LibriTTS\4899\4899_32639_000007_000007_004746.wav,4899,"I should not have remembered it, however by it I mean his impertinence-if he had not shortly after made a really excellent address to the children.",4899_32639_000007_000007
train\real\LibriTTS\6006\6006_60489_000005_000001_004747.wav,6006,From a d fourteen fourteen up to eighteen thirty two no fewer than nineteen widespread outbreaks of this kind have been recorded.,6006_60489_000005_000001
train\real\LibriTTS\850\850_131004_000019_000000_004748.wav,850,This mode of reasoning appears sometimes to turn upon the supposition of usurpation in the national government; at other times it seems to be designed only as a deduction from the constitutional operation of its intended powers.,850_131004_000019_000000
train\real\LibriTTS\6120\6120_14976_000003_000004_004750.wav,6120,He would see that a sum was set aside in the bank for their use in any such plans as they might have for their Christian Endeavor work.,6120_14976_000003_000004
train\real\LibriTTS\1851\1851_148962_000024_000000_004751.wav,1851,"""Well then, till tomorrow at Sokolniki,"" said Dolokhov, as he took leave of Rostov in the club porch.",1851_148962_000024_000000
train\real\LibriTTS\2012\2012_139355_000022_000001_004752.wav,2012,"Many times they passed by the mouths of iguarapes, or little affluents, with black waters.",2012_139355_000022_000001
train\real\LibriTTS\1801\1801_138032_000038_000000_004753.wav,1801,"Sancho came up, and when he saw the countenance of the bachelor Carrasco, he fell to crossing himself a thousand times, and blessing himself as many more.",1801_138032_000038_000000
train\real\LibriTTS\5538\5538_70919_000015_000002_004754.wav,5538,"If an operation was necessary, he said so at once, not troubling himself to approach the subject gradually.",5538_70919_000015_000002
train\real\LibriTTS\2775\2775_160958_000008_000000_004755.wav,2775,"Marigold and Dressalinda were very cross to think that they had lost all their money, and after being so rich and sought after, they must now live in a miserable cottage.",2775_160958_000008_000000
train\real\LibriTTS\2992\2992_164101_000012_000001_004756.wav,2992,"Here they lolled, blinking their hideous eyes, and doubtless conversing with one another in their sixth sense fourth dimension language.",2992_164101_000012_000001
train\real\LibriTTS\8699\8699_291107_000220_000000_004757.wav,8699,It came as a burst of light taken up and radiated by clouds of fume and gas with which the air was instantly impregnated.,8699_291107_000220_000000
train\real\LibriTTS\1422\1422_146123_000002_000000_004758.wav,1422,"In the days which followed Lord Marshmoreton's visit to George at the cottage, not a few of the occupants of Belpher Castle had their mettle sternly tested in this respect; and it is a pleasure to be able to record that not one of them failed to come through the ordeal with success.",1422_146123_000002_000000
train\real\LibriTTS\2204\2204_131732_000007_000004_004760.wav,2204,"After I had been an hour at the play, the manager came around and asked me to go underneath the stage, as they were putting on a ballet of three hundred girls, the finest ballet in Europe.",2204_131732_000007_000004
train\real\LibriTTS\6497\6497_234100_000006_000005_004761.wav,6497,He had often said he had no pity for those who accepted burdens and then complained that they had not sufficient strength to carry them.,6497_234100_000006_000005
train\real\LibriTTS\3549\3549_9203_000003_000000_004762.wav,3549,"This prisoner was no other than Rabbi Aser Abarbanel, a Jew of Arragon, who-accused of usury and pitiless scorn for the poor-had been daily subjected to torture for more than a year.",3549_9203_000003_000000
train\real\LibriTTS\3171\3171_68344_000013_000000_004764.wav,3171,The great y m c a buildings were thronged as in no other city the writer ever visited.,3171_68344_000013_000000
train\real\LibriTTS\6167\6167_282391_000013_000001_004765.wav,6167,"So now, though he had not seen anything that even looked like a Wolf, he ran toward the village shouting at the top of his voice, ""Wolf!",6167_282391_000013_000001
train\real\LibriTTS\8591\8591_284445_000012_000000_004766.wav,8591,"""That may be,"" admitted Fredjim, ""but we are much the strongest, because our right arm was by far the best before we were patched.""",8591_284445_000012_000000
train\real\LibriTTS\806\806_124221_000012_000001_004767.wav,806,"'Well, well, I will go back and do my best to face it, but it's a tough job.'",806_124221_000012_000001
train\real\LibriTTS\5868\5868_54659_000012_000007_004768.wav,5868,"If he ever laughed, as a young man, his laugh must have been very clear and musical; but since I can recollect him, I never heard it.",5868_54659_000012_000007
train\real\LibriTTS\7314\7314_77782_000008_000002_004769.wav,7314,"Every bone in my body from the funny to the medulla aches like all possessed, and my joints creak like a new pair of shoes on a school boy in church, they are so stiff.""",7314_77782_000008_000002
train\real\LibriTTS\6115\6115_58778_000009_000007_004770.wav,6115,"Still, science teaches us that with all this turmoil and change nothing either of matter or energy is lost, but that it is simply undergoing one eternal round of change.",6115_58778_000009_000007
train\real\LibriTTS\5333\5333_5083_000017_000002_004771.wav,5333,"He had the hard features and athletic form said to be peculiar to his country, together with the national intonation and slow pedantic mode of expression, arising from a desire to avoid peculiarities of idiom or dialect.",5333_5083_000017_000002
train\real\LibriTTS\8687\8687_216570_000014_000000_004772.wav,8687,"As long as the German tribes dwelt in their forests, it did not occur to them to divide and appropriate the soil.",8687_216570_000014_000000
train\real\LibriTTS\7995\7995_280250_000024_000001_004773.wav,7995,And beyond any that you would dream possible-See! Your sight reaches to that dim cloud of smoke in the south?,7995_280250_000024_000001
train\real\LibriTTS\1482\1482_140071_000010_000000_004774.wav,1482,"But halted in the woodways Christ's few were grim and grey, And each with a small, far, bird like sight Saw the high folly of the fight; And though strange joys had grown in the night, Despair grew with the day.",1482_140071_000010_000000
train\real\LibriTTS\479\479_107479_000027_000002_004775.wav,479,"Henriette and I, of course, knew that Fiametta de Belleville had accomplished her mission, but apparently no one else knew it.",479_107479_000027_000002
train\real\LibriTTS\176\176_123270_000009_000004_004776.wav,176,"Hans accepted the enterprise with such calmness, such indifference, such perfect disregard of any possible danger that I blushed at the idea of being less brave than he.",176_123270_000009_000004
train\real\LibriTTS\9022\9022_282357_000031_000000_004777.wav,9022,"The prices of provisions are as follows: flour thirty five dollars per hundred weight, pork a dollar a pound, beans fifty cents a pound, and other things in proportion.",9022_282357_000031_000000
train\real\LibriTTS\5062\5062_294697_000035_000001_004778.wav,5062,The violence of her agitation more than distressed me-I was really alarmed by it.,5062_294697_000035_000001
train\real\LibriTTS\4260\4260_176853_000019_000003_004779.wav,4260,"The man, at the foot of the gibbet, asked for a confessor, and they went to fetch the cure.",4260_176853_000019_000003
train\real\LibriTTS\8050\8050_110238_000056_000002_004780.wav,8050,"I think we have drawn as much as we can from this curious letter; and now, Sir Henry, has anything else of interest happened to you since you have been in London?""",8050_110238_000056_000002
train\real\LibriTTS\2562\2562_157263_000022_000000_004781.wav,2562,"It could not have been he, thought Carthoris, for on the very night that Thuvia was taken Astok had been in Dusar, and yet-",2562_157263_000022_000000
train\real\LibriTTS\9022\9022_282383_000012_000012_004782.wav,9022,"Some nights, when the captain permitted a longer halt than usual and when camp fires blazed before the tents, men played the violin and sang and danced.",9022_282383_000012_000012
train\real\LibriTTS\2319\2319_138631_000011_000000_004783.wav,2319,"So poor Anne, who really had not the slightest wish to throw her heart away upon a soldier, but merely wanted to displace old thoughts by new, turned into the inner garden from day to day, and passed a good many hours there, the pleasant birds singing to her, and the delightful butterflies alighting on her hat, and the horrid ants running up her stockings.",2319_138631_000011_000000
train\real\LibriTTS\2758\2758_86588_000012_000000_004786.wav,2758,"It is probable that half the general average cleverness of men is due to their having learned, as boys, games, or the art of making something, or mending and repairing.",2758_86588_000012_000000
train\real\LibriTTS\5063\5063_32451_000057_000000_004787.wav,5063,"And the Lord Maxwell in like case Did with Erle Douglas dye; Of twenty hundred Scottish speres, Scarce fifty five did flye.",5063_32451_000057_000000
train\real\LibriTTS\4039\4039_184264_000027_000000_004788.wav,4039,"He would answer to ""Hi!"" or to any loud cry, Such as ""Fry me!"" or ""Fritter my wig!"" To ""What you may call um!"" or ""What was his name!"" But especially ""Thing um a jig!""",4039_184264_000027_000000
train\real\LibriTTS\1028\1028_133395_000022_000000_004790.wav,1028,"She stood close by the door with her finger in her mouth, staring at the boy where he lay upon his couch, and Otto upon his part lay, full of wonder, gazing back upon the little elfin creature.",1028_133395_000022_000000
train\real\LibriTTS\54\54_121079_000148_000000_004792.wav,54,"All that evening nothing was spoken of but the foresight of Danglars, who had sold his shares, and of the luck of the stock jobber, who only lost five hundred thousand francs by such a blow.",54_121079_000148_000000
train\real\LibriTTS\7995\7995_280250_000035_000001_004794.wav,7995,"Keene was hungry for it, and I was almost as eager, desiring to penetrate as quickly as possible into the heart of the affair.",7995_280250_000035_000001
train\real\LibriTTS\6446\6446_57416_000024_000000_004795.wav,6446,"So the wonderful artisan brought together his workmen, and they built a marvelous house with so many rooms in it and so many winding ways that no one who went far into it could ever find his way out again; and Daedalus called it the Labyrinth, and cunningly persuaded the Minotaur to go inside of it.",6446_57416_000024_000000
train\real\LibriTTS\5093\5093_39749_000007_000005_004797.wav,5093,"Let them only be permitted to use the sacrifices derived from their forefathers, with which they have been obliged to make acceptable atonements to God.",5093_39749_000007_000005
train\real\LibriTTS\2971\2971_4275_000014_000002_004798.wav,2971,"Now, through a sort of purple haze, could be seen comparatively near to them what seemed to be the upper part of a huge, dark orb or sphere, islanded in a sea of cloud.",2971_4275_000014_000002
train\real\LibriTTS\2827\2827_170440_000006_000008_004799.wav,2827,"He took nothing with him except ammunition, and his army was in the lightest marching order.",2827_170440_000006_000008
train\real\LibriTTS\28\28_12332_000108_000000_004800.wav,28,"Thenceforward to Dover, they talked together with ceaseless animation. The Cantankerous Old Lady was capital company.",28_12332_000108_000000
train\real\LibriTTS\7995\7995_280250_000052_000007_004801.wav,7995,"Nine o'clock, ten o'clock passed, and Keene did not return.",7995_280250_000052_000007
train\real\LibriTTS\101\101_126861_000021_000000_004802.wav,101,The dog hurried downstairs and dragged up every sail he could find.,101_126861_000021_000000
train\real\LibriTTS\4744\4744_4158_000004_000016_004803.wav,4744,"They were given up, but neither ate nor slept, nor separated from each other, till they were taken into the New Orleans slave market, where they were offered to the highest bidder.",4744_4158_000004_000016
train\real\LibriTTS\54\54_121079_000028_000000_004804.wav,54,"""The study does not take long; it was acting as a supernumerary that was so tedious.""",54_121079_000028_000000
train\real\LibriTTS\8855\8855_283242_000117_000001_004805.wav,8855,"The moon was shining from the edge of a vaporous mountain, which gradually drew away from her, leaving her alone in the midst of a lake of blue.",8855_283242_000117_000001
train\real\LibriTTS\5604\5604_26956_000013_000002_004806.wav,5604,"She had propped it against the back of his old chair, and had been looking at it for some time, when the door opened behind her, and Bernardo del Nero came in.",5604_26956_000013_000002
train\real\LibriTTS\3923\3923_174992_000003_000014_004807.wav,3923,"As it happened, Trumpeton Wood was, and always had been, the great nursery of foxes for that side of the Brake country.",3923_174992_000003_000014
train\real\LibriTTS\1054\1054_143005_000016_000004_004808.wav,1054,"The mere passing of his long supple fingers over a flower was sufficient means for its identification, though occasionally he would use his lips.",1054_143005_000016_000004
train\real\LibriTTS\1776\1776_139035_000007_000005_004809.wav,1776,"If they wish to make rain they simulate it by sprinkling water or mimicking clouds: if their object is to stop rain and cause drought, they avoid water and resort to warmth and fire for the sake of drying up the too abundant moisture.",1776_139035_000007_000005
train\real\LibriTTS\3654\3654_171138_000004_000002_004811.wav,3654,"The foot were put into the city to be a guard to it, but the horse lodged abroad in the camp.",3654_171138_000004_000002
train\real\LibriTTS\2827\2827_170440_000005_000002_004812.wav,2827,"He, therefore, took another and widely different line, and determined to cross the river from the western to the eastern bank below Vicksburg, to the south.",2827_170440_000005_000002
train\real\LibriTTS\920\920_681_000049_000000_004813.wav,920,"""Why are your fits getting worse?"" asked Fyodor Pavlovitch, looking askance at his new cook.",920_681_000049_000000
train\real\LibriTTS\6235\6235_36641_000088_000001_004814.wav,6235,"It was more than twenty five feet long; its enormous mouth occupied a third of its body. It was an adult, as could be seen from the six rows of teeth forming an isosceles triangle in its upper jaw.",6235_36641_000088_000001
train\real\LibriTTS\54\54_121079_000007_000002_004816.wav,54,"This is the reason that, instead of the sixteen I had last year, I have this year, you see, eleven, already plucked-twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen.",54_121079_000007_000002
train\real\LibriTTS\373\373_130977_000024_000000_004817.wav,373,"But whatever may be our situation, whether firmly united under one national government, or split into a number of confederacies, certain it is, that foreign nations will know and view it exactly as it is; and they will act toward us accordingly.",373_130977_000024_000000
train\real\LibriTTS\1446\1446_122614_000011_000000_004819.wav,1446,"""I should be grieved to think,"" continued Duncan, speaking slowly, and using the simplest French of which he was the master, ""to believe that none of this wise and brave nation understand the language that the 'Grand Monarque' uses when he talks to his children.",1446_122614_000011_000000
train\real\LibriTTS\8459\8459_292347_000014_000005_004821.wav,8459,"If any one becomes too much interested in them, and sees them over much, he loses all interest in ordinary things.",8459_292347_000014_000005
train\real\LibriTTS\6927\6927_86043_000005_000000_004822.wav,6927,"At last he threw all the money into an old sack, which he pushed under his bead, and then, rolled in his ragged old blanket, he went off to sleep.",6927_86043_000005_000000
train\real\LibriTTS\3869\3869_700_000019_000014_004823.wav,3869,"But he'll only be here, the priest writes, for a week altogether, so you must go at once and make a bargain with him.""",3869_700_000019_000014
train\real\LibriTTS\7145\7145_87280_000054_000003_004824.wav,7145,"I would not disturb you."" She spoke with a tremulous voice and a quick, uneasy glance, and started to move backward out of the alcove.",7145_87280_000054_000003
train\real\LibriTTS\3540\3540_163612_000144_000000_004825.wav,3540,"When the moment arrived to serve the roast goose, there was a pause, and Tubby took the opportunity to lay down his knife and fork for a little. But as the goose gave no sign of appearing, he sent his head carver to find out what was the matter in the kitchen.",3540_163612_000144_000000
train\real\LibriTTS\2853\2853_164187_000051_000007_004827.wav,2853,"His forced abstemiousness was rendered the more intolerable by the fact that Captain Puffin, hobbling in immediately afterwards, fetched from his locker a large flask of the required elixir, and proceeded to mix himself a long, strong tumblerful. After the Major's rudeness in the matter of the half crown, it was impossible for any sailor of spirit to take the first step towards reconciliation.",2853_164187_000051_000007
train\real\LibriTTS\1053\1053_132821_000025_000001_004829.wav,1053,"The queen saw this, and likewise that your love was going from her, and thought night and day of some plan that might put an end to this evil.",1053_132821_000025_000001
train\real\LibriTTS\4138\4138_11079_000046_000000_004830.wav,4138,"It contained a pretty little green bound copy of Emerson's Poems, with Katy's name and ""To be read at sea,"" written on the flyleaf.",4138_11079_000046_000000
train\real\LibriTTS\8075\8075_279229_000017_000000_004831.wav,8075,"It is early morning, and the workers are just appearing, hurrying to the old log which is to be the scene of their labors.",8075_279229_000017_000000
train\real\LibriTTS\7874\7874_110243_000125_000003_004832.wav,7874,"The light beneath him was reflected in his small, cunning eyes which peered fiercely to right and left through the darkness like a crafty and savage animal who has heard the steps of the hunters.",7874_110243_000125_000003
train\real\LibriTTS\6235\6235_36641_000030_000002_004833.wav,6235,"Their brightness might unexpectedly attract certain dangerous occupants of these waterways.""",6235_36641_000030_000002
train\real\LibriTTS\3922\3922_723_000013_000006_004834.wav,3922,"In spite of the young man's obvious repugnance at giving evidence, Ippolit Kirillovitch examined him at great length, and only from him learnt all the details of what made up Mitya's ""romance,"" so to say, on that night. Mitya did not once pull Kalganov up.",3922_723_000013_000006
train\real\LibriTTS\6388\6388_64974_000075_000001_004836.wav,6388,"That I am very safe and happy in the hands of my heavenly Father-and those of the kind earthly one He has given me,"" she added in a whisper, putting her arms about his neck, and looking in his face with eyes brimful of filial tenderness and love.",6388_64974_000075_000001
train\real\LibriTTS\4438\4438_52195_000027_000007_004838.wav,4438,"You belong with the oxen and the drudges, in dirty surroundings among smells and stenches.",4438_52195_000027_000007
train\real\LibriTTS\359\359_128761_000024_000002_004839.wav,359,"But we did accomplish it somehow, and to give its details would only be to reproduce much of what happened to us on the former occasion.",359_128761_000024_000002
