path,label,speaker_id,fake_level,duration,source_dataset,audio_base_id
train\real\LibriTTS\3009\3009_10327_000047_000006_004640.wav,real,3009,0,6.674,LibriTTS,3009_10327_000047_000006
train\real\LibriTTS\5570\5570_73848_000032_000008_004641.wav,real,5570,0,8.402,LibriTTS,5570_73848_000032_000008
train\real\LibriTTS\5570\5570_73848_000032_000008_004642.wav,real,5570,0,8.428,LibriTTS,5570_73848_000032_000008
train\real\LibriTTS\5570\5570_73848_000032_000008_004643.wav,real,5570,0,5.038,LibriTTS,5570_73848_000032_000008
train\real\LibriTTS\7933\7933_113273_000011_000000_004644.wav,real,7933,0,7.928,LibriTTS,7933_113273_000011_000000
train\real\LibriTTS\7933\7933_113273_000011_000000_004645.wav,real,7933,0,5.207,LibriTTS,7933_113273_000011_000000
train\real\LibriTTS\8222\8222_274378_000025_000001_004646.wav,real,8222,0,9.931,LibriTTS,8222_274378_000025_000001
train\real\LibriTTS\8222\8222_274378_000025_000001_004647.wav,real,8222,0,5.302,LibriTTS,8222_274378_000025_000001
train\real\LibriTTS\7051\7051_259009_000015_000006_004648.wav,real,7051,0,6.575,LibriTTS,7051_259009_000015_000006
train\real\LibriTTS\8066\8066_290901_000027_000000_004649.wav,real,8066,0,5.095,LibriTTS,8066_290901_000027_000000
train\real\LibriTTS\8050\8050_110238_000028_000000_004650.wav,real,8050,0,5.594,LibriTTS,8050_110238_000028_000000
train\real\LibriTTS\6080\6080_233342_000004_000004_004651.wav,real,6080,0,5.35,LibriTTS,6080_233342_000004_000004
train\real\LibriTTS\4438\4438_48513_000002_000002_004652.wav,real,4438,0,7.907,LibriTTS,4438_48513_000002_000002
train\real\LibriTTS\4438\4438_48513_000002_000002_004653.wav,real,4438,0,6.608,LibriTTS,4438_48513_000002_000002
train\real\LibriTTS\1349\1349_135891_000006_000001_004654.wav,real,1349,0,7.566,LibriTTS,1349_135891_000006_000001
train\real\LibriTTS\2573\2573_186232_000033_000000_004655.wav,real,2573,0,7.887,LibriTTS,2573_186232_000033_000000
train\real\LibriTTS\2512\2512_157480_000015_000000_004656.wav,real,2512,0,5.661,LibriTTS,2512_157480_000015_000000
train\real\LibriTTS\2592\2592_166433_000009_000000_004657.wav,real,2592,0,8.354,LibriTTS,2592_166433_000009_000000
train\real\LibriTTS\2592\2592_166433_000009_000000_004658.wav,real,2592,0,6.028,LibriTTS,2592_166433_000009_000000
train\real\LibriTTS\5054\5054_1187_000013_000002_004659.wav,real,5054,0,5.062,LibriTTS,5054_1187_000013_000002
train\real\LibriTTS\1513\1513_140222_000161_000000_004660.wav,real,1513,0,5.016,LibriTTS,1513_140222_000161_000000
train\real\LibriTTS\7994\7994_258960_000031_000005_004661.wav,real,7994,0,5.592,LibriTTS,7994_258960_000031_000005
train\real\LibriTTS\7994\7994_258960_000031_000005_004662.wav,real,7994,0,5.156,LibriTTS,7994_258960_000031_000005
train\real\LibriTTS\7498\7498_99157_000005_000006_004663.wav,real,7498,0,7.386,LibriTTS,7498_99157_000005_000006
train\real\LibriTTS\7498\7498_99157_000005_000006_004664.wav,real,7498,0,7.038,LibriTTS,7498_99157_000005_000006
train\real\LibriTTS\100\100_121674_000025_000001_004665.wav,real,100,0,6.485,LibriTTS,100_121674_000025_000001
train\real\LibriTTS\100\100_121674_000025_000001_004666.wav,real,100,0,5.874,LibriTTS,100_121674_000025_000001
train\real\LibriTTS\112\112_121671_000012_000000_004667.wav,real,112,0,7.756,LibriTTS,112_121671_000012_000000
train\real\LibriTTS\534\534_123059_000073_000001_004668.wav,real,534,0,5.055,LibriTTS,534_123059_000073_000001
train\real\LibriTTS\8113\8113_117384_000027_000002_004669.wav,real,8113,0,5.959,LibriTTS,8113_117384_000027_000002
train\real\LibriTTS\5519\5519_39478_000028_000003_004670.wav,real,5519,0,7.458,LibriTTS,5519_39478_000028_000003
train\real\LibriTTS\3185\3185_163507_000024_000000_004671.wav,real,3185,0,6.833,LibriTTS,3185_163507_000024_000000
train\real\LibriTTS\2592\2592_166433_000035_000002_004672.wav,real,2592,0,5.41,LibriTTS,2592_166433_000035_000002
train\real\LibriTTS\7688\7688_112187_000040_000000_004673.wav,real,7688,0,5.002,LibriTTS,7688_112187_000040_000000
train\real\LibriTTS\5401\5401_102526_000007_000004_004674.wav,real,5401,0,5.028,LibriTTS,5401_102526_000007_000004
train\real\LibriTTS\2060\2060_150843_000022_000000_004675.wav,real,2060,0,6.516,LibriTTS,2060_150843_000022_000000
train\real\LibriTTS\3228\3228_4690_000002_000002_004676.wav,real,3228,0,6.726,LibriTTS,3228_4690_000002_000002
train\real\LibriTTS\6080\6080_58012_000022_000001_004677.wav,real,6080,0,5.111,LibriTTS,6080_58012_000022_000001
train\real\LibriTTS\8152\8152_258974_000038_000006_004678.wav,real,8152,0,7.314,LibriTTS,8152_258974_000038_000006
train\real\LibriTTS\2531\2531_156724_000022_000000_004679.wav,real,2531,0,5.881,LibriTTS,2531_156724_000022_000000
train\real\LibriTTS\6782\6782_61316_000038_000001_004680.wav,real,6782,0,8.215,LibriTTS,6782_61316_000038_000001
train\real\LibriTTS\1066\1066_5330_000006_000002_004681.wav,real,1066,0,6.769,LibriTTS,1066_5330_000006_000002
train\real\LibriTTS\3180\3180_138043_000033_000000_004682.wav,real,3180,0,6.708,LibriTTS,3180_138043_000033_000000
train\real\LibriTTS\3180\3180_138043_000033_000000_004683.wav,real,3180,0,6.416,LibriTTS,3180_138043_000033_000000
train\real\LibriTTS\6446\6446_40544_000006_000001_004684.wav,real,6446,0,9.303,LibriTTS,6446_40544_000006_000001
train\real\LibriTTS\6446\6446_40544_000006_000001_004685.wav,real,6446,0,5.842,LibriTTS,6446_40544_000006_000001
train\real\LibriTTS\28\28_12332_000032_000002_004686.wav,real,28,0,5.252,LibriTTS,28_12332_000032_000002
train\real\LibriTTS\6139\6139_58868_000020_000002_004687.wav,real,6139,0,6.665,LibriTTS,6139_58868_000020_000002
train\real\LibriTTS\1348\1348_135832_000019_000004_004688.wav,real,1348,0,7.365,LibriTTS,1348_135832_000019_000004
train\real\LibriTTS\6509\6509_67147_000008_000001_004689.wav,real,6509,0,8.6,LibriTTS,6509_67147_000008_000001
train\real\LibriTTS\7286\7286_92935_000010_000003_004690.wav,real,7286,0,7.603,LibriTTS,7286_92935_000010_000003
train\real\LibriTTS\8825\8825_292252_000013_000001_004691.wav,real,8825,0,5.647,LibriTTS,8825_292252_000013_000001
train\real\LibriTTS\1195\1195_130164_000023_000001_004692.wav,real,1195,0,7.375,LibriTTS,1195_130164_000023_000001
train\real\LibriTTS\3032\3032_19361_000086_000000_004693.wav,real,3032,0,7.122,LibriTTS,3032_19361_000086_000000
train\real\LibriTTS\3032\3032_19361_000086_000000_004694.wav,real,3032,0,5.026,LibriTTS,3032_19361_000086_000000
train\real\LibriTTS\4148\4148_183988_000052_000000_004695.wav,real,4148,0,5.382,LibriTTS,4148_183988_000052_000000
train\real\LibriTTS\4148\4148_183988_000052_000000_004696.wav,real,4148,0,6.601,LibriTTS,4148_183988_000052_000000
train\real\LibriTTS\1731\1731_142320_000092_000001_004697.wav,real,1731,0,6.428,LibriTTS,1731_142320_000092_000001
train\real\LibriTTS\5126\5126_27504_000010_000001_004698.wav,real,5126,0,5.016,LibriTTS,5126_27504_000010_000001
train\real\LibriTTS\8498\8498_287357_000021_000000_004699.wav,real,8498,0,6.379,LibriTTS,8498_287357_000021_000000
train\real\LibriTTS\2137\2137_131751_000016_000000_004700.wav,real,2137,0,9.092,LibriTTS,2137_131751_000016_000000
train\real\LibriTTS\2137\2137_131751_000016_000000_004701.wav,real,2137,0,8.546,LibriTTS,2137_131751_000016_000000
train\real\LibriTTS\4586\4586_61776_000004_000000_004702.wav,real,4586,0,5.295,LibriTTS,4586_61776_000004_000000
train\real\LibriTTS\2992\2992_164100_000015_000004_004703.wav,real,2992,0,5.971,LibriTTS,2992_164100_000015_000004
train\real\LibriTTS\8506\8506_293168_000004_000001_004704.wav,real,8506,0,5.093,LibriTTS,8506_293168_000004_000001
train\real\LibriTTS\5448\5448_19209_000025_000000_004705.wav,real,5448,0,6.742,LibriTTS,5448_19209_000025_000000
train\real\LibriTTS\3540\3540_163612_000035_000004_004706.wav,real,3540,0,5.011,LibriTTS,3540_163612_000035_000004
train\real\LibriTTS\8225\8225_274375_000014_000000_004707.wav,real,8225,0,5.393,LibriTTS,8225_274375_000014_000000
train\real\LibriTTS\4331\4331_57179_000003_000000_004708.wav,real,4331,0,9.226,LibriTTS,4331_57179_000003_000000
train\real\LibriTTS\4331\4331_57179_000003_000000_004709.wav,real,4331,0,5.8,LibriTTS,4331_57179_000003_000000
train\real\LibriTTS\5660\5660_101884_000012_000000_004710.wav,real,5660,0,5.911,LibriTTS,5660_101884_000012_000000
train\real\LibriTTS\2960\2960_155151_000008_000000_004711.wav,real,2960,0,5.649,LibriTTS,2960_155151_000008_000000
train\real\LibriTTS\4592\4592_22178_000045_000000_004712.wav,real,4592,0,6.522,LibriTTS,4592_22178_000045_000000
train\real\LibriTTS\8152\8152_258993_000043_000007_004713.wav,real,8152,0,6.758,LibriTTS,8152_258993_000043_000007
train\real\LibriTTS\2638\2638_10172_000031_000003_004714.wav,real,2638,0,9.302,LibriTTS,2638_10172_000031_000003
train\real\LibriTTS\9022\9022_282383_000014_000000_004715.wav,real,9022,0,8.11,LibriTTS,9022_282383_000014_000000
train\real\LibriTTS\7981\7981_112057_000004_000002_004716.wav,real,7981,0,5.096,LibriTTS,7981_112057_000004_000002
train\real\LibriTTS\6388\6388_64974_000041_000000_004717.wav,real,6388,0,5.102,LibriTTS,6388_64974_000041_000000
train\real\LibriTTS\3638\3638_696_000020_000005_004718.wav,real,3638,0,5.661,LibriTTS,3638_696_000020_000005
train\real\LibriTTS\3638\3638_696_000020_000005_004719.wav,real,3638,0,5.407,LibriTTS,3638_696_000020_000005
train\real\LibriTTS\7594\7594_101832_000008_000000_004720.wav,real,7594,0,5.083,LibriTTS,7594_101832_000008_000000
train\real\LibriTTS\258\258_130878_000066_000000_004721.wav,real,258,0,5.261,LibriTTS,258_130878_000066_000000
train\real\LibriTTS\8152\8152_258974_000028_000013_004722.wav,real,8152,0,5.113,LibriTTS,8152_258974_000028_000013
train\real\LibriTTS\7956\7956_245687_000059_000002_004723.wav,real,7956,0,5.935,LibriTTS,7956_245687_000059_000002
train\real\LibriTTS\8075\8075_279239_000002_000000_004724.wav,real,8075,0,7.916,LibriTTS,8075_279239_000002_000000
train\real\LibriTTS\816\816_2301_000034_000000_004725.wav,real,816,0,5.898,LibriTTS,816_2301_000034_000000
train\real\LibriTTS\816\816_2301_000034_000000_004726.wav,real,816,0,5.028,LibriTTS,816_2301_000034_000000
train\real\LibriTTS\8772\8772_270777_000020_000005_004727.wav,real,8772,0,7.536,LibriTTS,8772_270777_000020_000005
train\real\LibriTTS\6877\6877_79973_000068_000000_004728.wav,real,6877,0,6.351,LibriTTS,6877_79973_000068_000000
train\real\LibriTTS\1093\1093_132891_000103_000002_004729.wav,real,1093,0,5.416,LibriTTS,1093_132891_000103_000002
train\real\LibriTTS\2299\2299_6524_000011_000005_004730.wav,real,2299,0,6.136,LibriTTS,2299_6524_000011_000005
train\real\LibriTTS\2299\2299_6524_000011_000005_004731.wav,real,2299,0,5.045,LibriTTS,2299_6524_000011_000005
train\real\LibriTTS\7540\7540_101262_000030_000000_004732.wav,real,7540,0,5.286,LibriTTS,7540_101262_000030_000000
train\real\LibriTTS\5126\5126_27504_000015_000004_004733.wav,real,5126,0,8.663,LibriTTS,5126_27504_000015_000004
train\real\LibriTTS\176\176_123269_000014_000004_004734.wav,real,176,0,5.245,LibriTTS,176_123269_000014_000004
train\real\LibriTTS\711\711_187466_000011_000002_004735.wav,real,711,0,6.083,LibriTTS,711_187466_000011_000002
train\real\LibriTTS\711\711_187466_000011_000002_004736.wav,real,711,0,9.24,LibriTTS,711_187466_000011_000002
train\real\LibriTTS\4590\4590_18006_000004_000004_004737.wav,real,4590,0,9.42,LibriTTS,4590_18006_000004_000004
train\real\LibriTTS\1027\1027_125147_000132_000000_004738.wav,real,1027,0,5.426,LibriTTS,1027_125147_000132_000000
train\real\LibriTTS\2045\2045_158081_000021_000006_004739.wav,real,2045,0,5.625,LibriTTS,2045_158081_000021_000006
train\real\LibriTTS\1335\1335_163935_000023_000005_004740.wav,real,1335,0,5.138,LibriTTS,1335_163935_000023_000005
train\real\LibriTTS\5133\5133_30591_000034_000000_004741.wav,real,5133,0,5.371,LibriTTS,5133_30591_000034_000000
train\real\LibriTTS\6189\6189_21305_000026_000001_004742.wav,real,6189,0,8.589,LibriTTS,6189_21305_000026_000001
train\real\LibriTTS\7484\7484_39971_000013_000025_004743.wav,real,7484,0,9.031,LibriTTS,7484_39971_000013_000025
train\real\LibriTTS\7484\7484_39971_000013_000025_004744.wav,real,7484,0,5.106,LibriTTS,7484_39971_000013_000025
train\real\LibriTTS\5802\5802_76043_000005_000000_004745.wav,real,5802,0,5.481,LibriTTS,5802_76043_000005_000000
train\real\LibriTTS\4899\4899_32639_000007_000007_004746.wav,real,4899,0,5.934,LibriTTS,4899_32639_000007_000007
train\real\LibriTTS\6006\6006_60489_000005_000001_004747.wav,real,6006,0,6.496,LibriTTS,6006_60489_000005_000001
train\real\LibriTTS\850\850_131004_000019_000000_004748.wav,real,850,0,5.141,LibriTTS,850_131004_000019_000000
train\real\LibriTTS\850\850_131004_000019_000000_004749.wav,real,850,0,5.453,LibriTTS,850_131004_000019_000000
train\real\LibriTTS\6120\6120_14976_000003_000004_004750.wav,real,6120,0,5.049,LibriTTS,6120_14976_000003_000004
train\real\LibriTTS\1851\1851_148962_000024_000000_004751.wav,real,1851,0,5.893,LibriTTS,1851_148962_000024_000000
train\real\LibriTTS\2012\2012_139355_000022_000001_004752.wav,real,2012,0,5.182,LibriTTS,2012_139355_000022_000001
train\real\LibriTTS\1801\1801_138032_000038_000000_004753.wav,real,1801,0,5.132,LibriTTS,1801_138032_000038_000000
train\real\LibriTTS\5538\5538_70919_000015_000002_004754.wav,real,5538,0,5.072,LibriTTS,5538_70919_000015_000002
train\real\LibriTTS\2775\2775_160958_000008_000000_004755.wav,real,2775,0,7.69,LibriTTS,2775_160958_000008_000000
train\real\LibriTTS\2992\2992_164101_000012_000001_004756.wav,real,2992,0,5.561,LibriTTS,2992_164101_000012_000001
train\real\LibriTTS\8699\8699_291107_000220_000000_004757.wav,real,8699,0,5.837,LibriTTS,8699_291107_000220_000000
train\real\LibriTTS\1422\1422_146123_000002_000000_004758.wav,real,1422,0,9.399,LibriTTS,1422_146123_000002_000000
train\real\LibriTTS\1422\1422_146123_000002_000000_004759.wav,real,1422,0,6.339,LibriTTS,1422_146123_000002_000000
train\real\LibriTTS\2204\2204_131732_000007_000004_004760.wav,real,2204,0,5.556,LibriTTS,2204_131732_000007_000004
train\real\LibriTTS\6497\6497_234100_000006_000005_004761.wav,real,6497,0,7.189,LibriTTS,6497_234100_000006_000005
train\real\LibriTTS\3549\3549_9203_000003_000000_004762.wav,real,3549,0,8.028,LibriTTS,3549_9203_000003_000000
train\real\LibriTTS\3549\3549_9203_000003_000000_004763.wav,real,3549,0,5.055,LibriTTS,3549_9203_000003_000000
train\real\LibriTTS\3171\3171_68344_000013_000000_004764.wav,real,3171,0,5.38,LibriTTS,3171_68344_000013_000000
train\real\LibriTTS\6167\6167_282391_000013_000001_004765.wav,real,6167,0,7.248,LibriTTS,6167_282391_000013_000001
train\real\LibriTTS\8591\8591_284445_000012_000000_004766.wav,real,8591,0,5.848,LibriTTS,8591_284445_000012_000000
train\real\LibriTTS\806\806_124221_000012_000001_004767.wav,real,806,0,5.112,LibriTTS,806_124221_000012_000001
train\real\LibriTTS\5868\5868_54659_000012_000007_004768.wav,real,5868,0,5.026,LibriTTS,5868_54659_000012_000007
train\real\LibriTTS\7314\7314_77782_000008_000002_004769.wav,real,7314,0,7.979,LibriTTS,7314_77782_000008_000002
train\real\LibriTTS\6115\6115_58778_000009_000007_004770.wav,real,6115,0,9.272,LibriTTS,6115_58778_000009_000007
train\real\LibriTTS\5333\5333_5083_000017_000002_004771.wav,real,5333,0,7.637,LibriTTS,5333_5083_000017_000002
train\real\LibriTTS\8687\8687_216570_000014_000000_004772.wav,real,8687,0,5.88,LibriTTS,8687_216570_000014_000000
train\real\LibriTTS\7995\7995_280250_000024_000001_004773.wav,real,7995,0,7.269,LibriTTS,7995_280250_000024_000001
train\real\LibriTTS\1482\1482_140071_000010_000000_004774.wav,real,1482,0,9.943,LibriTTS,1482_140071_000010_000000
train\real\LibriTTS\479\479_107479_000027_000002_004775.wav,real,479,0,5.404,LibriTTS,479_107479_000027_000002
train\real\LibriTTS\176\176_123270_000009_000004_004776.wav,real,176,0,8.541,LibriTTS,176_123270_000009_000004
train\real\LibriTTS\9022\9022_282357_000031_000000_004777.wav,real,9022,0,8.096,LibriTTS,9022_282357_000031_000000
train\real\LibriTTS\5062\5062_294697_000035_000001_004778.wav,real,5062,0,5.019,LibriTTS,5062_294697_000035_000001
train\real\LibriTTS\4260\4260_176853_000019_000003_004779.wav,real,4260,0,5.243,LibriTTS,4260_176853_000019_000003
train\real\LibriTTS\8050\8050_110238_000056_000002_004780.wav,real,8050,0,9.661,LibriTTS,8050_110238_000056_000002
train\real\LibriTTS\2562\2562_157263_000022_000000_004781.wav,real,2562,0,7.297,LibriTTS,2562_157263_000022_000000
train\real\LibriTTS\9022\9022_282383_000012_000012_004782.wav,real,9022,0,9.043,LibriTTS,9022_282383_000012_000012
train\real\LibriTTS\2319\2319_138631_000011_000000_004783.wav,real,2319,0,9.991,LibriTTS,2319_138631_000011_000000
train\real\LibriTTS\2319\2319_138631_000011_000000_004784.wav,real,2319,0,6.001,LibriTTS,2319_138631_000011_000000
train\real\LibriTTS\2319\2319_138631_000011_000000_004785.wav,real,2319,0,6.368,LibriTTS,2319_138631_000011_000000
train\real\LibriTTS\2758\2758_86588_000012_000000_004786.wav,real,2758,0,7.808,LibriTTS,2758_86588_000012_000000
train\real\LibriTTS\5063\5063_32451_000057_000000_004787.wav,real,5063,0,5.611,LibriTTS,5063_32451_000057_000000
train\real\LibriTTS\4039\4039_184264_000027_000000_004788.wav,real,4039,0,6.128,LibriTTS,4039_184264_000027_000000
train\real\LibriTTS\4039\4039_184264_000027_000000_004789.wav,real,4039,0,5.907,LibriTTS,4039_184264_000027_000000
train\real\LibriTTS\1028\1028_133395_000022_000000_004790.wav,real,1028,0,7.526,LibriTTS,1028_133395_000022_000000
train\real\LibriTTS\1028\1028_133395_000022_000000_004791.wav,real,1028,0,5.001,LibriTTS,1028_133395_000022_000000
train\real\LibriTTS\54\54_121079_000148_000000_004792.wav,real,54,0,6.381,LibriTTS,54_121079_000148_000000
train\real\LibriTTS\54\54_121079_000148_000000_004793.wav,real,54,0,5.575,LibriTTS,54_121079_000148_000000
train\real\LibriTTS\7995\7995_280250_000035_000001_004794.wav,real,7995,0,8.572,LibriTTS,7995_280250_000035_000001
train\real\LibriTTS\6446\6446_57416_000024_000000_004795.wav,real,6446,0,9.814,LibriTTS,6446_57416_000024_000000
train\real\LibriTTS\6446\6446_57416_000024_000000_004796.wav,real,6446,0,6.532,LibriTTS,6446_57416_000024_000000
train\real\LibriTTS\5093\5093_39749_000007_000005_004797.wav,real,5093,0,8.634,LibriTTS,5093_39749_000007_000005
train\real\LibriTTS\2971\2971_4275_000014_000002_004798.wav,real,2971,0,9.541,LibriTTS,2971_4275_000014_000002
train\real\LibriTTS\2827\2827_170440_000006_000008_004799.wav,real,2827,0,5.14,LibriTTS,2827_170440_000006_000008
train\real\LibriTTS\28\28_12332_000108_000000_004800.wav,real,28,0,5.0,LibriTTS,28_12332_000108_000000
train\real\LibriTTS\7995\7995_280250_000052_000007_004801.wav,real,7995,0,5.318,LibriTTS,7995_280250_000052_000007
train\real\LibriTTS\101\101_126861_000021_000000_004802.wav,real,101,0,5.328,LibriTTS,101_126861_000021_000000
train\real\LibriTTS\4744\4744_4158_000004_000016_004803.wav,real,4744,0,5.588,LibriTTS,4744_4158_000004_000016
train\real\LibriTTS\54\54_121079_000028_000000_004804.wav,real,54,0,5.133,LibriTTS,54_121079_000028_000000
train\real\LibriTTS\8855\8855_283242_000117_000001_004805.wav,real,8855,0,5.68,LibriTTS,8855_283242_000117_000001
train\real\LibriTTS\5604\5604_26956_000013_000002_004806.wav,real,5604,0,5.013,LibriTTS,5604_26956_000013_000002
train\real\LibriTTS\3923\3923_174992_000003_000014_004807.wav,real,3923,0,5.428,LibriTTS,3923_174992_000003_000014
train\real\LibriTTS\1054\1054_143005_000016_000004_004808.wav,real,1054,0,8.029,LibriTTS,1054_143005_000016_000004
train\real\LibriTTS\1776\1776_139035_000007_000005_004809.wav,real,1776,0,7.617,LibriTTS,1776_139035_000007_000005
train\real\LibriTTS\1776\1776_139035_000007_000005_004810.wav,real,1776,0,5.101,LibriTTS,1776_139035_000007_000005
train\real\LibriTTS\3654\3654_171138_000004_000002_004811.wav,real,3654,0,5.025,LibriTTS,3654_171138_000004_000002
train\real\LibriTTS\2827\2827_170440_000005_000002_004812.wav,real,2827,0,7.886,LibriTTS,2827_170440_000005_000002
train\real\LibriTTS\920\920_681_000049_000000_004813.wav,real,920,0,5.326,LibriTTS,920_681_000049_000000
train\real\LibriTTS\6235\6235_36641_000088_000001_004814.wav,real,6235,0,6.626,LibriTTS,6235_36641_000088_000001
train\real\LibriTTS\6235\6235_36641_000088_000001_004815.wav,real,6235,0,5.441,LibriTTS,6235_36641_000088_000001
train\real\LibriTTS\54\54_121079_000007_000002_004816.wav,real,54,0,8.988,LibriTTS,54_121079_000007_000002
train\real\LibriTTS\373\373_130977_000024_000000_004817.wav,real,373,0,7.92,LibriTTS,373_130977_000024_000000
train\real\LibriTTS\373\373_130977_000024_000000_004818.wav,real,373,0,8.614,LibriTTS,373_130977_000024_000000
train\real\LibriTTS\1446\1446_122614_000011_000000_004819.wav,real,1446,0,9.415,LibriTTS,1446_122614_000011_000000
train\real\LibriTTS\1446\1446_122614_000011_000000_004820.wav,real,1446,0,5.202,LibriTTS,1446_122614_000011_000000
train\real\LibriTTS\8459\8459_292347_000014_000005_004821.wav,real,8459,0,6.64,LibriTTS,8459_292347_000014_000005
train\real\LibriTTS\6927\6927_86043_000005_000000_004822.wav,real,6927,0,8.484,LibriTTS,6927_86043_000005_000000
train\real\LibriTTS\3869\3869_700_000019_000014_004823.wav,real,3869,0,5.588,LibriTTS,3869_700_000019_000014
train\real\LibriTTS\7145\7145_87280_000054_000003_004824.wav,real,7145,0,7.752,LibriTTS,7145_87280_000054_000003
train\real\LibriTTS\3540\3540_163612_000144_000000_004825.wav,real,3540,0,8.38,LibriTTS,3540_163612_000144_000000
train\real\LibriTTS\3540\3540_163612_000144_000000_004826.wav,real,3540,0,5.015,LibriTTS,3540_163612_000144_000000
train\real\LibriTTS\2853\2853_164187_000051_000007_004827.wav,real,2853,0,8.904,LibriTTS,2853_164187_000051_000007
train\real\LibriTTS\2853\2853_164187_000051_000007_004828.wav,real,2853,0,9.787,LibriTTS,2853_164187_000051_000007
train\real\LibriTTS\1053\1053_132821_000025_000001_004829.wav,real,1053,0,7.672,LibriTTS,1053_132821_000025_000001
train\real\LibriTTS\4138\4138_11079_000046_000000_004830.wav,real,4138,0,5.325,LibriTTS,4138_11079_000046_000000
train\real\LibriTTS\8075\8075_279229_000017_000000_004831.wav,real,8075,0,7.137,LibriTTS,8075_279229_000017_000000
train\real\LibriTTS\7874\7874_110243_000125_000003_004832.wav,real,7874,0,9.908,LibriTTS,7874_110243_000125_000003
train\real\LibriTTS\6235\6235_36641_000030_000002_004833.wav,real,6235,0,6.057,LibriTTS,6235_36641_000030_000002
train\real\LibriTTS\3922\3922_723_000013_000006_004834.wav,real,3922,0,9.278,LibriTTS,3922_723_000013_000006
train\real\LibriTTS\3922\3922_723_000013_000006_004835.wav,real,3922,0,5.131,LibriTTS,3922_723_000013_000006
train\real\LibriTTS\6388\6388_64974_000075_000001_004836.wav,real,6388,0,8.286,LibriTTS,6388_64974_000075_000001
train\real\LibriTTS\6388\6388_64974_000075_000001_004837.wav,real,6388,0,6.068,LibriTTS,6388_64974_000075_000001
train\real\LibriTTS\4438\4438_52195_000027_000007_004838.wav,real,4438,0,5.021,LibriTTS,4438_52195_000027_000007
train\real\LibriTTS\359\359_128761_000024_000002_004839.wav,real,359,0,8.329,LibriTTS,359_128761_000024_000002
train\real\LibriTTS\8506\8506_293168_000015_000000_004840.wav,real,8506,0,6.247,LibriTTS,8506_293168_000015_000000
train\real\LibriTTS\3945\3945_890_000009_000001_004841.wav,real,3945,0,5.292,LibriTTS,3945_890_000009_000001
train\real\LibriTTS\6098\6098_57836_000029_000000_004842.wav,real,6098,0,5.14,LibriTTS,6098_57836_000029_000000
train\real\LibriTTS\4629\4629_19366_000008_000004_004843.wav,real,4629,0,5.262,LibriTTS,4629_19366_000008_000004
train\real\LibriTTS\4854\4854_24731_000031_000001_004844.wav,real,4854,0,6.745,LibriTTS,4854_24731_000031_000001
train\real\LibriTTS\4854\4854_24731_000031_000001_004845.wav,real,4854,0,5.594,LibriTTS,4854_24731_000031_000001
train\real\LibriTTS\4098\4098_11547_000021_000000_004846.wav,real,4098,0,5.503,LibriTTS,4098_11547_000021_000000
train\real\LibriTTS\6550\6550_53343_000016_000002_004847.wav,real,6550,0,5.725,LibriTTS,6550_53343_000016_000002
train\real\LibriTTS\3540\3540_163612_000098_000000_004848.wav,real,3540,0,5.011,LibriTTS,3540_163612_000098_000000
train\real\LibriTTS\8786\8786_276749_000013_000006_004849.wav,real,8786,0,5.076,LibriTTS,8786_276749_000013_000006
train\real\LibriTTS\6032\6032_58192_000012_000013_004850.wav,real,6032,0,9.522,LibriTTS,6032_58192_000012_000013
train\real\LibriTTS\5290\5290_39475_000037_000000_004851.wav,real,5290,0,8.071,LibriTTS,5290_39475_000037_000000
train\real\LibriTTS\5290\5290_39475_000037_000000_004852.wav,real,5290,0,6.678,LibriTTS,5290_39475_000037_000000
train\real\LibriTTS\580\580_126945_000016_000015_004853.wav,real,580,0,9.527,LibriTTS,580_126945_000016_000015
train\real\LibriTTS\5717\5717_100145_000027_000001_004854.wav,real,5717,0,6.652,LibriTTS,5717_100145_000027_000001
train\real\LibriTTS\8195\8195_117382_000003_000002_004855.wav,real,8195,0,5.253,LibriTTS,8195_117382_000003_000002
train\real\LibriTTS\7140\7140_72212_000030_000000_004856.wav,real,7140,0,8.547,LibriTTS,7140_72212_000030_000000
train\real\LibriTTS\7140\7140_72212_000030_000000_004857.wav,real,7140,0,9.724,LibriTTS,7140_72212_000030_000000
train\real\LibriTTS\3540\3540_163612_000099_000000_004858.wav,real,3540,0,5.613,LibriTTS,3540_163612_000099_000000
train\real\LibriTTS\2240\2240_148522_000004_000005_004859.wav,real,2240,0,5.038,LibriTTS,2240_148522_000004_000005
train\real\LibriTTS\3717\3717_21493_000033_000000_004860.wav,real,3717,0,6.27,LibriTTS,3717_21493_000033_000000
train\real\LibriTTS\5400\5400_34478_000042_000000_004861.wav,real,5400,0,7.955,LibriTTS,5400_34478_000042_000000
train\real\LibriTTS\3638\3638_758_000027_000006_004862.wav,real,3638,0,5.716,LibriTTS,3638_758_000027_000006
train\real\LibriTTS\8329\8329_279775_000060_000000_004863.wav,real,8329,0,5.073,LibriTTS,8329_279775_000060_000000
train\real\LibriTTS\8329\8329_279775_000060_000000_004864.wav,real,8329,0,7.438,LibriTTS,8329_279775_000060_000000
train\real\LibriTTS\8329\8329_279775_000060_000000_004865.wav,real,8329,0,8.297,LibriTTS,8329_279775_000060_000000
train\real\LibriTTS\7867\7867_110742_000008_000007_004866.wav,real,7867,0,5.847,LibriTTS,7867_110742_000008_000007
