utterance_id,file_path,split,label,duration_sec
13205,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13205.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.835875
13208,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13208.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9710625
13213,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13213.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7158125
13216,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13216.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8051875
13235,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13235.wav,train,fake,0.915
13235,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13235.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7745
1324,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1324.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.4555625
13246,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13246.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.957875
13250,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13250.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8285
13262,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13262.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7813125
13271,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13271.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7615
13274,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13274.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9428125
13278,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13278.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7165625
1329,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1329.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9060625
13298,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13298.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.73875
13301,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13301.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.635375
13308,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13308.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.699125
13313,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13313.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9074375
13352,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13352.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.655125
13353,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13353.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8108125
13361,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13361.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8073125
13362,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13362.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.76325
13364,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13364.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.588375
1337,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1337.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9311875
1337,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1337.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8485625
13370,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13370.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7021875
13373,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13373.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9473125
13405,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13405.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.435
13406,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13406.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.888875
13415,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13415.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.62075
13419,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13419.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9756875
13425,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13425.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7795
13432,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13432.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.864
13439,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13439.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.736375
13460,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13460.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8670625
1347,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1347.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5805
1348,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1348.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6919375
1348,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1348.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7635
13481,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13481.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9039375
13490,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13490.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.905125
13497,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13497.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.90825
13498,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13498.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9083125
13510,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13510.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.805625
13511,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13511.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.603375
13513,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13513.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8203125
13516,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13516.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6268125
13517,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13517.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.821125
13528,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13528.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.939375
13529,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13529.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8553125
1353,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1353.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5675625
1353,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1353.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8628125
13534,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13534.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8251875
13536,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13536.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.881375
13537,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13537.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7143125
13554,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13554.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6441875
13557,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13557.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7743125
13560,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13560.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6009375
13567,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13567.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.897625
13585,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13585.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9068125
136,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file136.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.952125
13602,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13602.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.771625
13614,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13614.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9821875
13618,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13618.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.956625
13622,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13622.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9931875
13674,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13674.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9578125
13681,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13681.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.96125
13682,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13682.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.929125
13697,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13697.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8238125
13708,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13708.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8070625
13712,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13712.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.832125
13730,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13730.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.956
13745,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13745.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.894625
13751,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13751.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.52175
13760,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13760.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8440625
13766,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13766.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9099375
13782,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13782.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9189375
13791,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13791.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7795625
13796,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13796.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9336875
13797,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13797.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.667625
13802,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13802.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.699
13812,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13812.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.822
1382,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1382.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8720625
13821,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13821.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9429375
13847,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13847.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.556375
13851,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13851.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8646875
13854,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13854.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.731875
13856,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13856.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9283125
13874,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13874.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.986
13876,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13876.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8298125
13886,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13886.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7225
13888,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13888.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6785
1389,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1389.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.82575
13896,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13896.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.893625
1390,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1390.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.990375
13901,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13901.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.905
13904,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13904.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.741875
13917,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13917.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.932125
13941,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13941.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.87525
13956,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13956.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9765625
13960,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13960.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.722875
13965,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13965.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.901375
13968,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13968.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9478125
1397,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1397.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.706375
13970,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13970.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9869375
13971,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13971.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.682125
13974,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13974.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.721125
13975,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13975.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.839
13987,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13987.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.966
13989,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13989.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.748625
13992,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13992.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.903
13996,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13996.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.911375
13998,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13998.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.838
13999,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file13999.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9676875
14,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.94975
14000,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14000.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7303125
14005,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14005.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8884375
14012,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14012.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.952125
14015,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14015.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7104375
14038,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14038.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7405625
14056,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14056.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8989375
14062,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14062.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9565
14072,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14072.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8221875
14099,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14099.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7246875
14108,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14108.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.80025
14115,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14115.wav,train,fake,0.93
14115,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14115.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5806875
14123,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14123.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6889375
14129,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14129.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.90925
1413,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1413.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7523125
14134,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14134.wav,train,fake,0.825
14134,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14134.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.56575
14137,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14137.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9846875
14147,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14147.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.738375
14152,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14152.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6705
14154,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14154.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9355625
14173,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14173.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6835625
14179,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14179.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8806875
1418,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1418.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.914125
14200,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14200.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.83775
14205,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14205.wav,train,fake,0.925
14205,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14205.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6630625
14209,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14209.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9909375
14227,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14227.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8981875
14243,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14243.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.864
1425,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1425.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.88825
14253,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14253.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.998875
14254,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14254.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9759375
14255,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14255.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9190625
14266,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14266.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.676375
14267,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14267.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6719375
1428,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1428.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.999875
14285,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14285.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.982375
14290,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14290.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8588125
14291,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14291.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.419
14301,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14301.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8556875
14302,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14302.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9450625
14309,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14309.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.746875
14322,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14322.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.4805625
14335,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14335.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.5965625
14336,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14336.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.812875
1434,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1434.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7289375
14354,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14354.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.737125
14361,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14361.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.8965
1437,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1437.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.6875
14370,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14370.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.367
14381,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14381.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7911875
14406,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14406.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7184375
14412,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14412.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.94575
14416,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14416.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.7589375
14419,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14419.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.760125
1442,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1442.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.85925
14446,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14446.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.9825625
1445,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file1445.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.913125
14464,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14464.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.917125
14468,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14468.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.599125
14471,F:\Deepfake-Audio-Detector\datasets\for-dataset\train\fake\file14471.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,train,fake,0.99275
